Feature,Brand,Response
 good_ refund _and_ return policy,Khaddi,1
 good_ refund _and_ return policy,Khaddi,1
 good_ refund _and_ return policy,Khaddi,1
 good_ refund _and_ return policy,Khaddi,1
 good_ refund _and_ return policy,Khaddi,1
 good_ refund _and_ return policy,Khaddi,1
 good_ refund _and_ return policy,Khaddi,1
 good_ refund _and_ return policy,Khaddi,1
 good_ refund _and_ return policy,Khaddi,1
 good_ refund _and_ return policy,Khaddi,1
 good_ refund _and_ return policy,Khaddi,1
 bad_ refund _and_ return policy,Khaddi,0
 bad_ refund _and_ return policy,Khaddi,0
 bad_ refund _and_ return policy,Khaddi,0
 bad_ refund _and_ return policy,Khaddi,0
 bad_ refund _and_ return policy,Khaddi,0
 bad_ refund _and_ return policy,Khaddi,0
 bad_ refund _and_ return policy,Khaddi,0
 bad_ refund _and_ return policy,Khaddi,0
 bad_ refund _and_ return policy,Khaddi,0
 bad_ refund _and_ return policy,Khaddi,0
 bad_ refund _and_ return policy,Khaddi,0
 bad_ refund _and_ return policy,Khaddi,0
 bad_ refund _and_ return policy,Khaddi,0
 bad_ refund _and_ return policy,Khaddi,0
 bad_ refund _and_ return policy,Khaddi,0
 bad_ refund _and_ return policy,Khaddi,0
 good_ refund _and_ return policy,Alkaram,1
 good_ refund _and_ return policy,Alkaram,1
 good_ refund _and_ return policy,Alkaram,1
 good_ refund _and_ return policy,Alkaram,1
 good_ refund _and_ return policy,Alkaram,1
 good_ refund _and_ return policy,Alkaram,1
 good_ refund _and_ return policy,Alkaram,1
 good_ refund _and_ return policy,Alkaram,1
 good_ refund _and_ return policy,Alkaram,1
 good_ refund _and_ return policy,Alkaram,1
 good_ refund _and_ return policy,Alkaram,1
 good_ refund _and_ return policy,Alkaram,1
 good_ refund _and_ return policy,Alkaram,1
 bad_ refund _and_ return policy,Alkaram,0
 bad_ refund _and_ return policy,Alkaram,0
 bad_ refund _and_ return policy,Alkaram,0
 bad_ refund _and_ return policy,Alkaram,0
 bad_ refund _and_ return policy,Alkaram,0
 bad_ refund _and_ return policy,Alkaram,0
 good_ refund _and_ return policy,Gul Ahmed,1
 good_ refund _and_ return policy,Gul Ahmed,1
 good_ refund _and_ return policy,Gul Ahmed,1
 good_ refund _and_ return policy,Gul Ahmed,1
 good_ refund _and_ return policy,Gul Ahmed,1
 good_ refund _and_ return policy,Gul Ahmed,1
 good_ refund _and_ return policy,Gul Ahmed,1
 good_ refund _and_ return policy,Gul Ahmed,1
 good_ refund _and_ return policy,Gul Ahmed,1
 good_ refund _and_ return policy,Gul Ahmed,1
 bad_ refund _and_ return policy,Gul Ahmed,0
 bad_ refund _and_ return policy,Gul Ahmed,0
